name,num_points,start_x_m,start_y_m,end_x_m,end_y_m,path_length_m
expert_ego,150,0.0,0.0,-0.7905360537115484,-107.66144033987075,107.67870335200155
executed_ego,149,0.0,0.0,-0.19260954344645143,-103.91040240321308,103.94051699730443
planner_future_t0,81,0.0,0.0,0.3313635573722422,-29.522599059622735,29.789601274524742
planner_future_final,81,-0.19260954344645143,-103.91040240321308,-1.165166015154682,-180.50299739651382,76.60031877987707
